Date,Price,Returns,Market_Cap,Energy_TWh_Annual,fear_greed_index,electricity_price,daily_cost_usd,cumulative_cost,CEIR,log_CEIR,post_china_ban,in_analysis_period,construction
2018-01-14,14170.43,0.029603284167696,241245990389.9924,33.2065889195322,,0.0438025,3985018.1127337236,46836058.578603804,5150.860207101227,8.546919010214832,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-15,13500.04,-0.0473090795409877,229858332505.80447,33.3997794212428,,0.0438025,4008202.29616161,50844260.87476541,4520.831428191452,8.416451200200745,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-16,13918.91,0.0310273154746207,237016465105.8732,33.9324450806398,,0.0438025,4072125.823684178,54916386.69844959,4315.951564828002,8.370073104078726,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-17,10711.36,-0.230445487469924,182417278103.74548,33.8477312449809,,0.0438025,4061959.583173359,58978346.281622946,3092.953424511071,8.036881714217689,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-18,11355.01,0.0600904086875988,193400197673.98026,33.1832728518046,,0.0438025,3982220.024907318,62960566.30653027,3071.7671237642726,8.03000828532782,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-19,11639.03,0.0250127476770165,198259583433.71536,32.7160914524351,,0.0438025,3926155.0571103795,66886721.36364064,2964.1097573888333,7.994332015888554,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-20,11350.0,-0.0248328254158637,193357598862.65863,32.9409065411282,,0.0438025,3953134.407582926,70839855.77122357,2729.50300021932,7.91187482040396,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-21,12920.31,0.1383533039647577,220133566396.17343,33.0397380069306,,0.0438025,3964994.860407062,74804850.63163063,2942.771284715215,7.9871070301999865,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-22,11451.99,-0.1136443320632399,195138166827.2148,32.761833669561,,0.0438025,3931644.4364683446,78736495.06809898,2478.3699942249186,7.815356362675548,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-23,10350.0,-0.0962269439634508,176380068685.36636,32.4667199797361,,0.0438025,3896228.7723627137,82632723.84046169,2134.506288645427,7.665990652385022,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-24,11003.38,0.0631285024154588,187535347698.3496,32.7074122615087,,0.0438025,3925113.4947526986,86557837.33521439,2166.5900335757865,7.680909797471249,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-25,11204.47,0.0182752935916055,190983648409.1943,32.7702057941225,,0.0438025,3932649.1487590433,90490486.48397343,2110.538420445104,7.654698369484764,0,0,canonical_v2_cambridge_prices_freeze_last
2018-01-26,11250.61,0.0041179993341944,191791232725.90924,33.2009429805402,,0.0438025,3984340.561383869,94474827.0453573,2030.0776272798087,7.615829311344016,0,0,canonical_v2_cambridge_prices_freeze_last
