Date,Price,Returns,Returns_forward,Market_Cap,Energy_TWh_Annual,electricity_price,daily_cost_usd,cumulative_cost,CEIR,CEIR_stable,log_CEIR,fear_greed_index,post_china_ban,in_analysis_period
2019-01-01,3674.0,-0.0375875247872292,-0.06617310832879697,64795731565.58009,38.0384708851242,0.076234375,7944764.531186684,3299711025.4837084,19.636789726482675,19.636789726482675,2.9774048336842136,24.0,0,1
2019-01-02,3716.98,0.01169842133914,-0.0809286033285086,65559672493.712685,38.2700143326839,0.076234375,7993124.996967669,3307704150.480676,19.82029513860408,19.82029513860408,2.986706419739716,30.0,0,1
2019-01-03,3883.26,0.0447352420513427,-0.11194975355757786,68498695950.63892,38.0787084635821,0.076234375,7953168.604187374,3315657319.084864,20.65916026857229,20.65916026857229,3.028158817588214,33.0,0,1
2019-01-04,3794.5,-0.022857083996436,-0.09599683752800114,66939066655.61182,37.9036446925243,0.076234375,7916604.557141526,3323573923.642005,20.14068836545069,20.14068836545069,3.0027420657257253,48.0,0,1
2019-01-05,3831.29,0.0096956120701015,-0.10810980113747581,67594188800.43959,39.2051395111945,0.076234375,8188436.458695118,3331762360.1007,20.28781812589917,20.28781812589917,3.010020613600042,36.0,0,1
2019-01-06,3836.37,0.0013259241665339,-0.10927517418809962,67689925686.55205,38.4392675498797,0.076234375,8028475.444172218,3339790835.5448723,20.267714063449347,20.267714063449347,3.0090291797309106,31.0,0,1
2019-01-07,4063.08,0.0590949256719242,-0.15876625614066175,71696527054.6631,38.2141106718409,0.076234375,7981448.885612659,3347772284.430485,21.416189920713183,21.416189920713183,3.064147174348004,39.0,0,1
2019-01-08,4001.0,-0.0152790493911022,-0.1588927768057986,70607440634.91316,38.7704590896011,0.076234375,8097648.540161119,3355869932.970646,21.0399812999936,21.0399812999936,3.04642449908554,39.0,0,1
2019-01-09,3999.88,-0.0002799300174955,-0.16041231236937115,70594039047.18903,39.2419425844304,0.076234375,8196123.196465577,3364066056.1671114,20.98473628892448,20.98473628892448,3.043795330060154,42.0,0,1
2019-01-10,4003.73,0.0009625288758663,-0.09892275453139943,70668354505.01,39.2782108252528,0.076234375,8203698.228442141,3372269754.3955536,20.955724082540545,20.955724082540545,3.042411834945672,37.0,0,1
2019-01-11,3630.32,-0.0932655298933744,-0.0025534939068732054,64083203103.07909,39.2419431038392,0.076234375,8196123.304949975,3380465877.700504,18.95691464475614,18.95691464475614,2.942168753878006,19.0,0,1
2019-01-12,3644.82,0.0039941382577843,-0.010565679512294257,64344950701.51246,38.3352438355942,0.076234375,8006748.915833224,3388472626.6163363,18.98936712549633,18.98936712549633,2.943879197544062,22.0,0,1
2019-01-13,3626.84,-0.0049330282428212,-0.009639245183134637,64033294369.06399,38.1901724305311,0.076234375,7976449.113380188,3396449075.7297163,18.8530117606155,18.8530117606155,2.9366726762303035,21.0,0,1
2019-01-14,3517.31,-0.030199843389838,0.01606341209617579,62105081458.87605,38.7235772487878,0.076234375,8087856.737878239,3404536932.4675946,18.241858640629445,18.241858640629445,2.903718878612135,16.0,0,1
2019-01-15,3662.42,0.0412559598101958,-0.0249889417379765,64673096310.10017,37.6077920344756,0.076234375,7854812.385967742,3412391744.8535624,18.952424324562863,18.952424324562863,2.941931856040356,27.0,0,1
2019-01-16,3568.34,-0.0256879331152625,-0.0001765526827600672,63017436308.31797,36.7113282365947,0.076234375,7667575.790511367,3420059320.644073,18.42583136729055,18.42583136729055,2.913753558755713,24.0,0,1
2019-01-17,3597.92,0.0082895688191146,-0.009444345621914874,63545526050.46907,35.8771213002441,0.076234375,7493342.244173414,3427552662.888247,18.539620627425187,18.539620627425187,2.919910097545676,28.0,0,1
2019-01-18,3625.31,0.0076127318005958,-0.008167577393381587,64035024148.44981,35.7508498977097,0.076234375,7466969.034714282,3435019631.922961,18.641821884610977,18.641821884610977,2.925407545071862,29.0,0,1
2019-01-19,3612.52,-0.0035279741594511,-0.01051343660381121,63814830311.92868,35.7973530894874,0.076234375,7476681.751866825,3442496313.674828,18.537370703472742,18.537370703472742,2.9197887325764893,31.0,0,1
2019-01-20,3701.72,0.0246919048199041,0.07028624531298977,65396398560.12928,36.6595780691457,0.076234375,7656767.183191859,3450153080.85802,18.954636802337426,18.954636802337426,2.9420485877368425,35.0,0,1
2019-01-21,3518.44,-0.0495121186907706,0.1325189572651515,62164050133.89155,36.5833485540794,0.076234375,7640845.787472319,3457793926.645492,17.977951101961338,17.977951101961338,2.889146068265505,30.0,0,1
2019-01-22,3521.12,0.0007617012084901,0.11146737401735818,62216967983.47236,36.3980111921401,0.076234375,7602135.984865221,3465396062.6303573,17.953782730464436,17.953782730464436,2.887800829805577,27.0,0,1
